ZB_1	ZB_2	ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_17	ZB_18	ZB_19	ZB_20	ZB_22	ZB_23	ZB_24	ZB_25	ZB_26	ZB_27	ZB_29	ZB_30	ZB_31	ZB_32	ZB_33	ZB_34	ZB_35	ZB_36	ZB_37	ZB_38	ZB_39	ZB_41	ZB_43	ZB_44	ZB_45	ZB_46	ZB_48	ZB_49	ZB_51	ZB_52	ZB_53	ZB_54	ZB_55	ZB_56	ZB_57	ZB_58	ZB_59	ZB_62	ZB_64
ZB_12	0.487354975011762	0.733233351223109	0.56040705387677	0.49066650077032	0.607074969687022	0.514947316498363	0.554199040415549	0.488998937285534	0.705755036163129	0.570956187631125	0	0.428836491889293	0.552861957188706	0.53567152283174	0.652102592405219	0.497841372474672	0.595268147457092	0.551873262433255	0.469399297988788	0.508426523862025	0.55483412867981	0.539679652333815	0.527345408518854	0.369658659924147	0.459822430341803	0.58949733989508	0.532806122677062	0.637947242206235	0.584091259890905	0.558489210607054	0.430292141941097	0.554199040415549	0.483686922457701	0.63329306482448	0.817208611942364	0.601765148768857	0.558670767669721	0.669943719360313	0.438483036887597	0.554563434913685	0.549343223984028	0.51200104886264	0.554199040415549	0.554199040415549	0.716114711456131	0.534145869030768	0.566759513995633	0.817208611942364	0.591726394126314	0.570047809667302	0.627505800176316	0.539081805176226	0.786710573232376
ZB_13	0.545501440055023	0.839931982002317	0.626729227546909	0.604205752195402	0.722267577501057	0.210958315769381	0.622827568679097	0.583493223383409	0.404849754638385	0.728428033428859	0.428836491889293	0	0.527609018836779	0.495323634830276	0.623070999713012	0.4700995634285	0.291390561904631	0.68227764358355	0.600326355436836	0.699214106941033	0.640453670377501	0.631637998184846	0.230486212558013	0.0938822003297849	0.595508286933481	0.281286962007115	0.706923096337801	0.372479901912976	0.543215628691507	0.226997553024048	0.67460366119284	0.622827568679097	0.600427897025651	0.354974871599159	0.771477158687185	0.530108448811234	0.642711582449574	0.522172668493685	0.568747500548267	0.640294764853385	0.401211362411624	0.591594464083547	0.622827568679097	0.622827568679097	0.550237335389917	0.480300826494525	0.277982440792202	0.771477158687185	0.406684593468608	0.736263736263736	0.32786722612909	0.514657584235494	0.874303160653144
ZB_14	0.47092085983753	0.779543364304923	0.254539772709693	0.187015041290516	0.685250062168132	0.485803675626441	0.268537340771475	0.236405855834416	0.632267371416027	0.583670991618273	0.552861957188706	0.527609018836779	0	0.392800525847736	0.604890729095324	0.294034338504445	0.374729611692665	0.567233006158302	0.301402074221436	0.52804022560315	0.21610146054511	0.253018307929106	0.489053937457734	0.58324557277821	0.316991647528634	0.41464138989259	0.578182390421439	0.364814313489036	0.215241018477675	0.400440714631346	0.695710352998571	0.268537340771475	0.230646381440699	0.370174722795565	0.741018533417199	0.189435877557448	0.248527462467379	0.555407338669141	0.187567535433153	0.241516274443749	0.765070192147304	0.297902986781184	0.268537340771475	0.268537340771475	0.669808220237405	0.377964022330967	0.443039188380917	0.741018533417199	0.293244975601687	0.58524347966005	0.366608991330169	0.168464666559396	0.820035776887555
ZB_15	0.684969418443551	0.770313732381416	0.424732052640094	0.322641001186689	0.618068621534311	0.476895407465513	0.416676210846935	0.332182787887379	0.580313505193293	0.494808122404061	0.53567152283174	0.495323634830276	0.392800525847736	0	0.422336855140537	0.395090697233983	0.484714200130792	0.48665392676612	0.224529999445679	0.578937212525991	0.395486551077037	0.397177089536124	0.499899966488774	0.518574995097595	0.252083518888451	0.500267263631587	0.531018124790313	0.423612372209846	0.455483222232817	0.470082254561623	0.634437141541424	0.416676210846935	0.298542352187961	0.453469248699139	0.851480579512316	0.478448586025761	0.400711712084159	0.44791989824409	0.331120868043601	0.39511788024202	0.5666887578918	0.440104344622479	0.416676210846935	0.416676210846935	0.585604485946516	0.284371913712564	0.448418331881064	0.851480579512316	0.555354210317685	0.541578412632812	0.478021990748783	0.304616145086335	0.812174097664544
ZB_17	0.668415938568298	0.636798954048975	0.579401250980668	0.599847737918038	0.756069286951212	0.585023167754472	0.573511340033864	0.560680784561024	0.496390782187948	0.679939059540476	0.652102592405219	0.623070999713012	0.604890729095324	0.422336855140537	0	0.637345973863702	0.60056844425542	0.61372807826774	0.557382351780995	0.586869667026564	0.596757829937473	0.61227591262093	0.58015109286368	0.610523040504676	0.547060596924932	0.608427923727451	0.600092787889462	0.58436504420903	0.639604812204263	0.572312302033183	0.65968925124533	0.573511340033864	0.598627704508232	0.577653376601413	0.815163726744046	0.618675309004157	0.600150436917096	0.559717358164064	0.584192231109311	0.596518517824402	0.578271267779058	0.590640477513318	0.573511340033864	0.573511340033864	0.484274028136387	0.491246452201407	0.605193805123496	0.815163726744046	0.674903731808143	0.659827048047894	0.595380877267347	0.605671363325831	0.760686673916454
ZB_18	0.664392074671606	0.780445503176195	0.329962570051906	0.214231698351014	0.686596729382035	0.43716445228594	0.343327454438566	0.27173183169008	0.619745029159205	0.585452267985304	0.497841372474672	0.4700995634285	0.294034338504445	0.395090697233983	0.637345973863702	0	0.372042877983418	0.578175937014939	0.304391046765249	0.530027812822571	0.297051613043195	0.332070136796451	0.434757237072136	0.492435469424314	0.319913919607322	0.411997768108247	0.579835379966783	0.32624619972892	0.364684494914552	0.397653633405125	0.696951187770046	0.343327454438566	0.256668640519996	0.379539439676221	0.875307263297379	0.410017464606303	0.32619667589188	0.693469863479542	0.224996839260148	0.3202042907167	0.584241145181188	0.368544700966146	0.343327454438566	0.343327454438566	0.796666773240014	0.404166565155366	0.354774931848612	0.875307263297379	0.290208109337524	0.606107303475725	0.407394463847259	0.365564371457315	0.820793668998738
ZB_19	0.625446455112111	0.827246452368213	0.335338665642278	0.461642588959468	0.803196184152158	0.219807701269047	0.345683162068351	0.439144909840076	0.528282731276324	0.73968179926555	0.595268147457092	0.291390561904631	0.374729611692665	0.484714200130792	0.60056844425542	0.372042877983418	0	0.729403613714004	0.563187403677738	0.690152149158309	0.371576415279855	0.395112202572862	0.19856741217744	0.357916375127477	0.572935102233076	0.0459247726485265	0.675867220439809	0.106008222548441	0.32042720928035	0.139950249970598	0.769421083199568	0.345683162068351	0.470089222424966	0.072491505348315	0.838066557825369	0.258191679585854	0.365361485729442	0.600108841297498	0.440169298522411	0.372010865837095	0.57569271998061	0.314773148211664	0.345683162068351	0.345683162068351	0.681293930954374	0.279953079339818	0.122968226107449	0.838066557825369	0.115294031563976	0.740665029474041	0.0405414850706055	0.480065579168324	0.87565339077227
ZB_20	0.520867518387846	0.640165515306659	0.59288080666302	0.508490796718353	0.272703458649158	0.717388361754363	0.586444409498349	0.517528875045356	0.71563876041984	0.717581495023584	0.551873262433255	0.68227764358355	0.567233006158302	0.48665392676612	0.61372807826774	0.578175937014939	0.729403613714004	0	0.395271514453626	0.327989355956317	0.569404470383618	0.552650280867021	0.738931735252123	0.703022898382133	0.404439796051771	0.725545356296355	0.619652889091458	0.697316694503201	0.617241145097177	0.704813882659895	0.695723840807388	0.586444409498349	0.500715191174455	0.708254546619958	0.746130544010712	0.635220610447016	0.573621234448692	0.788788652341653	0.516646040362206	0.569106579134215	0.797710980646591	0.605099558518785	0.586444409498349	0.586444409498349	0.752489241924788	0.62419617594101	0.715862563122697	0.746130544010712	0.694139752708626	0.716909159358668	0.725889277251596	0.508773291925466	0.655744849753675
ZB_22	0.653074858698086	0.690275225751933	0.342804261745775	0.188619702516968	0.549454806237666	0.583261555398126	0.332414251017805	0.22116674344935	0.704204728158601	0.423721803150705	0.469399297988788	0.600326355436836	0.301402074221436	0.224529999445679	0.557382351780995	0.304391046765249	0.563187403677738	0.395271514453626	0	0.465356073672684	0.304907379444095	0.277861781672198	0.578738376476502	0.629389927204913	0.0546075261065684	0.556959177709851	0.458523072765354	0.511390812153269	0.382128152300124	0.553922299121266	0.573104018068843	0.332414251017805	0.175686521566529	0.529047336125691	0.828680447142289	0.411151662361521	0.311714327920475	0.595088632672572	0.219741619797985	0.304426505874942	0.698134992654049	0.362528489386765	0.332414251017805	0.332414251017805	0.731406719727249	0.393355372005805	0.532419056383947	0.828680447142289	0.50626240592176	0.462106938095118	0.557514355136464	0.181874274888436	0.780133312787987
ZB_23	0.475379357066815	0.574086585234029	0.533825972980504	0.453238430008798	0.49643407275713	0.689655172413793	0.526455941709913	0.509221740679406	0.684257124270058	0.742039148420946	0.508426523862025	0.699214106941033	0.52804022560315	0.578937212525991	0.586869667026564	0.530027812822571	0.690152149158309	0.327989355956317	0.465356073672684	0	0.506944267568069	0.512395925910776	0.67408322175569	0.671283899157089	0.454425559669282	0.685734230703223	0.582682030975792	0.653410849342538	0.581815282561551	0.695028110867021	0.723924757307763	0.526455941709913	0.481764890696828	0.665935295872357	0.772066394091426	0.58230739354783	0.511772695992419	0.802773277790635	0.473841758488688	0.506603165587076	0.810575020930732	0.547817120661521	0.526455941709913	0.526455941709913	0.771477732341177	0.589309763782487	0.668326985774288	0.772066394091426	0.649773075014474	0.741478335608474	0.686128039247024	0.543368749774215	0.59868493878545
