 OTUID	FS0916	CS0908	QQ0718	CS0617	JZ0520	JZ0701	FS0610	FS0702	QH0615	BJ0815	BJ0613	FS0617	FS0716	WZ0519	WZ0728	QH0720	BJ0718	QQ0627	QH0714	CS0715	WZ0630	FS0729	QH0518	QH0601	QQ0829	JZ0729	CS0701	BJ0606	WZ0811	WZ0825	FS0819	QQ0801	WZ0602	BJ0704	WZ0616	QH0525	FS0527	JZ0715	JZ0916	JZ0617	QH0803	JZ0603	CS0825	QH0817	CS0520	BJ0530	CS0527	BJ0516	QQ0615	WZ0714	QQ0913	QQ0815	BJ0919	QQ0926	JZ0527	WZ0505	JZ0819	QQ0710	BJ0801	FS0520	WZ0915	CS0603	QH0629	CS0917
OTU_265	0	20	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	120	0	115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	113
OTU_3144	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0
OTU_1451	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_620	0	0	2	0	1	9	0	0	0	4	16	0	0	0	0	0	3	4	0	0	0	0	0	0	1	4	0	11	0	0	0	0	0	1	0	0	30	15	1	8	0	0	0	0	0	1	0	1	0	0	0	0	10	1	0	1	0	0	3	0	0	0	0	0
OTU_268	0	0	4	0	41	23	0	0	0	0	0	0	0	30	5	0	0	3	0	0	27	0	0	0	1	8	0	0	4	1	0	4	48	0	11	0	28	34	15	29	0	0	0	0	0	0	0	0	5	6	1	0	0	0	0	19	36	1	0	0	13	0	0	0
OTU_247	0	0	0	0	6	12	0	0	0	0	0	0	0	123	0	0	1	0	0	0	14	0	0	0	0	9	0	0	1	0	0	0	75	2	28	0	7	3	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	170	0	0	0	0	15	0	0	0
OTU_2263	7	0	0	0	0	1	15	0	0	1	1	0	0	0	84	0	0	0	0	0	9	1	0	0	0	0	0	4	50	66	0	0	4	2	53	0	0	1	0	0	0	18	0	0	0	0	0	4	0	178	0	0	1	0	16	0	0	0	4	21	3	0	0	0
OTU_960	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
OTU_2879	0	0	0	0	0	2	0	0	0	0	0	0	0	11	4	1	0	0	0	0	19	0	0	0	0	1	0	0	2	1	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	20	0	0	0
OTU_2205	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0
OTU_395	20	4	122	0	0	0	24	8	0	3	17	4	11	0	5	1	13	97	0	11	0	6	0	0	29	0	4	32	4	8	26	141	0	18	0	0	0	0	1	0	0	14	1	0	1	8	6	21	26	4	71	46	4	55	28	0	0	46	6	40	0	3	0	8
OTU_270	36	0	6	0	0	0	72	22	0	0	0	11	7	0	0	0	0	1	0	0	0	5	0	0	3	0	0	0	0	0	43	2	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	1	0	1	1	0	0	50	0	0	2	0	149	0	0	0	0
OTU_1038	0	1	0	0	0	0	0	0	0	2	46	0	0	0	29	0	8	0	0	0	2	0	0	0	0	0	0	11	51	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	13	0	2	0	29	0	0	18	0	0	0	0	0	15	0	0	0	0	0
OTU_277	0	0	1	0	0	0	0	0	0	32	145	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	37	0	95	0	0	0	0	233	0	0	0	0	0	50	0	0	0	0	0
OTU_729	0	0	0	0	3	5	0	0	0	0	0	0	0	11	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	7	0	4	0	7	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
OTU_511	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	3	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
OTU_2113	24	3	4	3	0	3	135	90	24	2	18	29	12	0	0	20	5	16	0	5	3	17	3	1	11	6	4	5	6	1	25	12	1	4	0	0	0	4	12	0	14	39	0	2	1	21	12	2	3	32	57	21	3	20	30	0	1	3	0	161	0	16	17	7
OTU_2121	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	16	0	0	0
OTU_2130	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	7
OTU_607	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	20	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	14	0	0	0
OTU_1015	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0
OTU_2437	4	0	0	0	0	0	16	3	0	0	0	4	5	3	0	0	0	3	0	0	15	9	2	0	1	1	0	0	1	1	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	1	1	3	0	0	0	2	1	0	1	0
OTU_356	0	0	0	0	1	1	0	0	0	0	0	0	0	55	1	0	0	0	0	0	15	0	0	0	0	1	0	0	2	1	0	0	41	0	22	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	49	0	0	0	0	26	0	0	0
OTU_434	0	0	0	0	2	4	0	0	0	0	0	0	0	74	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	13	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	9	0	0	0
OTU_1623	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_421	100	0	0	0	0	0	1	9	0	7	6	3	6	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	2	0	0	0	0	1	0	3	0	0	0	7	0	0	0	1	0
OTU_659	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	114	0	0
OTU_2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_372	3	0	0	1	0	0	7	4	0	0	3	4	1	0	7	0	0	0	1	1	5	3	1	0	0	2	0	0	2	0	2	1	7	0	68	0	0	0	3	0	3	7	0	0	1	1	1	0	0	85	0	0	1	0	10	0	3	0	1	9	0	0	0	2
OTU_3260	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_296	59	1	6	0	0	0	36	4	0	0	1	6	12	0	0	0	0	3	0	1	0	2	0	0	1	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	4	0	0	0	164	0	0	1	0	30	0	0	2	8
OTU_1244	0	0	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
OTU_574	0	0	0	0	8	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	4	0	1	2	1	0	0	8	0	8	0	8	10	7	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	9	0	0	0	9	0	0	0
OTU_279	0	18	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	113	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	105	82	0	0	0	0	0	42	0	0	0	1	0	0
OTU_2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_606	3	2	0	14	0	0	0	5	0	0	0	1	14	0	0	0	0	0	0	8	0	12	0	0	0	2	7	0	0	0	7	0	0	0	0	0	0	0	2	0	0	1	4	0	8	0	11	0	0	0	0	0	0	0	3	0	1	0	0	0	0	5	0	6
OTU_304	0	0	0	0	0	0	69	0	1	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	20	80	0	0	0	0	0	0	0	1	0	0	0	0	106	0	0	0	0	1	0	0	0	0
OTU_1494	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
OTU_2110	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	5	0	3	9	0	0	0	0	0	0	0	0	0
OTU_418	0	0	0	0	0	0	0	0	0	17	36	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	14	0	0	0	1	0	112	0	0	0	0	0
OTU_306	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	0	0	0	5	0	0	0
OTU_2662	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0
OTU_1631	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_590	3	2	0	2	0	4	4	4	0	0	1	2	8	0	1	0	0	0	2	8	0	6	0	0	1	3	2	0	3	2	4	0	0	0	2	0	0	2	0	0	0	3	1	0	0	0	1	0	0	3	3	0	0	0	3	0	2	0	0	4	0	1	4	5
OTU_1043	0	10	0	13	0	5	0	0	0	0	5	0	0	0	0	0	0	4	0	5	0	0	0	0	3	80	2	0	0	0	0	1	0	0	0	0	0	17	4	0	1	0	3	0	1	1	3	0	0	0	5	0	1	2	0	0	9	2	2	0	0	4	0	13
OTU_1402	0	0	0	1	8	3	0	0	0	0	0	0	0	7	4	0	0	0	0	0	10	0	0	0	0	1	0	0	0	1	0	0	5	0	1	0	2	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	7	0	0	0
OTU_294	2	1	0	2	34	32	0	0	0	0	0	0	0	57	158	0	0	0	0	0	110	0	0	0	0	25	1	0	155	156	0	0	112	0	296	0	23	30	8	28	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	54	9	0	0	0	147	0	0	0
OTU_778	23	0	0	0	0	0	72	6	0	0	0	10	6	0	28	1	0	0	1	0	0	9	1	2	0	0	0	0	20	2	17	0	0	0	0	1	0	0	0	0	1	50	0	0	0	0	0	0	0	13	0	2	0	0	25	0	0	0	0	67	3	0	1	0
OTU_2042	26	0	0	0	1	2	22	3	0	0	1	3	1	0	3	1	0	1	0	0	1	6	0	1	2	3	0	2	4	10	8	2	5	0	9	3	0	3	0	1	1	19	0	0	0	2	0	0	3	9	1	2	0	1	20	0	0	0	2	46	1	0	2	0
OTU_362	0	0	0	0	22	12	0	0	0	0	0	0	0	33	18	0	0	0	0	0	17	0	0	0	0	4	0	0	15	1	0	0	26	0	25	0	12	6	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	0	0	32	0	0	0
OTU_461	0	0	0	0	30	6	0	0	0	0	1	0	0	17	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	9	0	9	0	19	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	10	0	0	0
OTU_633	10	0	0	0	0	0	8	13	1	0	0	12	7	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	2	12	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	19	0	0	2	0
OTU_1700	0	0	0	0	13	14	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	10	6	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_1108	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1112	0	0	0	0	35	39	0	0	1	3	0	0	0	4	0	0	11	1	0	0	0	0	0	0	0	8	0	0	0	0	0	5	2	3	0	0	30	18	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	4	0	1	0	0	0
OTU_2529	0	25	0	28	2	5	3	2	0	33	14	0	1	1	0	0	50	5	0	38	0	1	0	0	9	2	30	13	0	0	1	0	0	46	0	0	7	0	0	1	0	0	3	0	7	25	26	2	1	0	3	11	2	7	1	2	0	1	23	3	1	12	0	13
OTU_935	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
OTU_819	5	0	19	0	0	0	2	1	0	0	0	13	17	0	0	0	0	46	0	0	0	1	0	0	35	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	22	7	0	34	0	0	0	8	0	1	0	0	0	0
OTU_252	2	4	32	23	2	12	4	4	0	2	20	3	8	0	1	0	10	39	0	59	6	3	0	0	57	4	18	3	0	0	7	21	2	1	1	0	4	11	28	4	0	1	7	0	5	4	23	2	25	2	38	41	2	48	1	0	32	22	0	1	1	20	0	7
OTU_550	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
OTU_133	0	0	0	0	0	105	0	0	12	0	0	0	0	0	0	39	0	0	4	0	0	0	1	2	0	610	0	0	0	0	0	0	0	0	0	1	0	320	38	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	25	0
OTU_416	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1555	0	0	0	0	13	1	0	0	0	0	0	0	0	36	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	13	0	5	0	12	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	1	0	0	0	7	0	0	0
OTU_833	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	13	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
OTU_903	0	0	0	0	3	2	0	0	0	0	0	0	0	14	21	0	0	0	0	0	11	0	0	0	0	6	0	0	12	6	0	0	3	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	6	0	0	0
OTU_353	0	0	0	0	13	19	0	0	0	0	0	0	0	18	26	0	0	0	0	0	45	0	0	0	0	5	0	0	19	10	0	0	12	0	15	0	2	4	4	5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	10	6	0	0	0	18	0	0	0
OTU_3483	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0
OTU_2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1814	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU_601	0	0	0	0	21	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2400	0	0	0	0	1	0	0	0	99	0	0	0	0	0	0	17	0	0	6	2	1	0	12	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	13	0
OTU_1795	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_332	8	4	25	0	0	0	0	3	0	0	0	0	1	0	4	0	0	23	0	0	4	1	0	0	11	0	0	0	6	8	2	11	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	6	19	51	20	0	3	3	0	0	11	0	2	4	0	11	44
OTU_1978	0	0	0	0	23	2	0	0	0	0	0	0	0	95	7	0	0	0	0	0	50	0	0	0	0	3	0	0	0	0	0	0	59	0	9	0	37	15	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	10	0	0	0	39	0	0	0
OTU_734	0	0	0	0	2	1	0	0	0	0	0	0	0	14	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	13	0	5	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	2	0	0	0	9	0	0	0
OTU_3214	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	15	0	0	0
OTU_1526	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1219	0	2	0	8	8	9	0	0	1	7	4	0	0	58	5	2	16	2	3	6	21	0	1	1	0	0	9	6	13	4	0	0	30	16	20	1	11	1	1	6	0	0	10	0	2	13	9	2	0	32	1	1	4	0	0	128	2	0	11	0	5	7	4	3
OTU_1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_366	0	1	0	143	0	0	2	2	1	0	0	1	0	0	0	2	0	0	0	6	0	0	0	0	0	3	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	37	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	5
OTU_583	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	10	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	10	0	0	0
OTU_2238	0	1	0	0	3	2	0	0	0	1	0	0	0	13	3	1	0	0	0	3	36	0	2	0	0	1	2	0	4	6	1	0	13	0	10	0	2	1	3	0	0	0	0	2	0	0	0	0	1	3	1	0	0	0	0	8	2	0	2	0	34	0	1	1
OTU_440	0	26	0	0	0	3	0	0	0	2	5	0	0	0	0	0	1	0	0	85	0	0	0	0	0	0	1	22	0	0	0	0	0	3	0	0	0	0	0	0	0	0	34	0	0	3	5	23	0	0	0	1	27	1	0	0	0	0	1	0	0	5	0	37
OTU_269	0	10	0	2	0	0	0	0	2	14	111	0	0	0	0	6	35	0	0	4	0	0	0	2	0	1	2	46	0	0	0	0	0	12	0	4	0	0	1	0	6	0	1	0	1	31	3	21	0	0	0	0	142	0	0	0	0	0	151	0	0	3	2	34
OTU_887	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0
OTU_6	1	0	1	0	0	0	0	7	2	0	0	16	22	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	37	2	0	0	0	2	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0
OTU_2645	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_303	0	6	0	12	0	0	0	0	3	2	51	0	0	0	0	2	61	0	4	9	0	0	1	5	0	0	7	74	0	0	0	0	0	17	0	1	0	0	2	0	1	0	2	0	3	39	7	3	0	0	0	0	20	0	0	0	0	0	139	0	0	2	5	95
OTU_1380	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	8	0	0	8	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_3232	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_951	0	0	0	0	23	38	0	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21	1	0	0	0	0	0	1	0	0	0	20	31	2	72	0	0	0	0	0	4	5	0	0	0	0	0	7	0	0	0	8	0	0	0	0	2	0	6
OTU_671	1	2	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_210	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	479	0	0	0	0	0	5	0	3	0	0	0	0	20	0	0	0	0	0	1	18	0	0	0	0	0	5	0	0	0	0	0	0
OTU_91	0	3	6	4	0	0	0	0	0	0	0	12	11	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	28	38	3	0	7	0	0	0	2	3	0	2	0	0	0	32	0	0	0	1	0	0
OTU_1173	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1855	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	1	0	0	0
OTU_3595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_367	0	10	0	44	0	12	0	0	0	2	5	0	0	0	0	0	7	0	0	41	0	0	0	0	0	17	25	2	0	0	0	0	0	3	0	0	0	10	34	0	0	0	18	0	7	0	19	0	0	0	0	0	5	0	0	0	15	0	21	0	0	21	0	45
OTU_3339	0	0	0	0	9	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU_413	22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	34	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0
